# Pokabbie feature-za-expansion canonical species data
# schema_version=1
# source_commit=91a4feca60251da39ac320bac91d7c59a8a7dd9a
species,pokemon,HP,Atk,Def,SpA,SpD,Spe,type1,type2,ability1,ability2,hidden_ability
SPECIES_DRAGONITE,Dragonite,91,134,95,100,100,80,TYPE_DRAGON,TYPE_FLYING,ABILITY_INNER_FOCUS,ABILITY_NONE,ABILITY_MULTISCALE
SPECIES_DRAGONITE_MEGA,Dragonite,91,124,115,145,125,100,TYPE_DRAGON,TYPE_FLYING,ABILITY_MULTISCALE,ABILITY_MULTISCALE,ABILITY_MULTISCALE
SPECIES_DRAKLOAK,Drakloak,68,80,50,60,50,102,TYPE_DRAGON,TYPE_GHOST,ABILITY_CLEAR_BODY,ABILITY_INFILTRATOR,ABILITY_CURSED_BODY
SPECIES_DRAMPA,Drampa,78,60,85,135,91,36,TYPE_NORMAL,TYPE_DRAGON,ABILITY_BERSERK,ABILITY_SAP_SIPPER,ABILITY_CLOUD_NINE
SPECIES_DRAMPA_MEGA,Drampa,78,85,110,160,116,36,TYPE_NORMAL,TYPE_DRAGON,ABILITY_BERSERK,ABILITY_BERSERK,ABILITY_BERSERK
SPECIES_DRAPION,Drapion,70,90,110,60,75,95,TYPE_POISON,TYPE_DARK,ABILITY_BATTLE_ARMOR,ABILITY_SNIPER,ABILITY_KEEN_EYE
SPECIES_DRATINI,Dratini,41,64,45,50,50,50,TYPE_DRAGON,TYPE_DRAGON,ABILITY_SHED_SKIN,ABILITY_NONE,ABILITY_MARVEL_SCALE
SPECIES_DREDNAW,Drednaw,90,115,90,48,68,74,TYPE_WATER,TYPE_ROCK,ABILITY_STRONG_JAW,ABILITY_SHELL_ARMOR,ABILITY_SWIFT_SWIM
SPECIES_DREDNAW_GIGANTAMAX,Drednaw,90,115,90,48,68,74,TYPE_WATER,TYPE_ROCK,ABILITY_STRONG_JAW,ABILITY_SHELL_ARMOR,ABILITY_SWIFT_SWIM
SPECIES_DREEPY,Dreepy,28,60,30,40,30,82,TYPE_DRAGON,TYPE_GHOST,ABILITY_CLEAR_BODY,ABILITY_INFILTRATOR,ABILITY_CURSED_BODY
SPECIES_DRIFBLIM,Drifblim,150,80,44,90,54,80,TYPE_GHOST,TYPE_FLYING,ABILITY_AFTERMATH,ABILITY_UNBURDEN,ABILITY_FLARE_BOOST
SPECIES_DRIFLOON,Drifloon,90,50,34,60,44,70,TYPE_GHOST,TYPE_FLYING,ABILITY_AFTERMATH,ABILITY_UNBURDEN,ABILITY_FLARE_BOOST
SPECIES_DRILBUR,Drilbur,60,85,40,30,45,68,TYPE_GROUND,TYPE_GROUND,ABILITY_SAND_RUSH,ABILITY_SAND_FORCE,ABILITY_MOLD_BREAKER
SPECIES_DRIZZILE,Drizzile,65,60,55,95,55,90,TYPE_WATER,TYPE_WATER,ABILITY_TORRENT,ABILITY_NONE,ABILITY_SNIPER
SPECIES_DROWZEE,Drowzee,60,48,45,43,90,42,TYPE_PSYCHIC,TYPE_PSYCHIC,ABILITY_INSOMNIA,ABILITY_FOREWARN,ABILITY_INNER_FOCUS
SPECIES_DRUDDIGON,Druddigon,77,120,90,60,90,48,TYPE_DRAGON,TYPE_DRAGON,ABILITY_ROUGH_SKIN,ABILITY_SHEER_FORCE,ABILITY_MOLD_BREAKER
SPECIES_DUBWOOL,Dubwool,72,80,100,60,90,88,TYPE_NORMAL,TYPE_NORMAL,ABILITY_FLUFFY,ABILITY_STEADFAST,ABILITY_BULLETPROOF
SPECIES_DUCKLETT,Ducklett,62,44,50,44,50,55,TYPE_WATER,TYPE_FLYING,ABILITY_KEEN_EYE,ABILITY_BIG_PECKS,ABILITY_HYDRATION
SPECIES_DUDUNSPARCE_THREE_SEGMENT,Dudunsprce,125,100,80,85,75,55,TYPE_NORMAL,TYPE_NORMAL,ABILITY_SERENE_GRACE,ABILITY_RUN_AWAY,ABILITY_RATTLED
SPECIES_DUDUNSPARCE_TWO_SEGMENT,Dudunsprce,125,100,80,85,75,55,TYPE_NORMAL,TYPE_NORMAL,ABILITY_SERENE_GRACE,ABILITY_RUN_AWAY,ABILITY_RATTLED
SPECIES_DUGTRIO,Dugtrio,35,100,50,50,70,120,TYPE_GROUND,TYPE_GROUND,ABILITY_SAND_VEIL,ABILITY_ARENA_TRAP,ABILITY_SAND_FORCE
SPECIES_DUGTRIO_ALOLAN,Dugtrio,35,100,60,50,70,110,TYPE_GROUND,TYPE_STEEL,ABILITY_SAND_VEIL,ABILITY_TANGLING_HAIR,ABILITY_SAND_FORCE
SPECIES_DUNSPARCE,Dunsparce,100,70,70,65,65,45,TYPE_NORMAL,TYPE_NORMAL,ABILITY_SERENE_GRACE,ABILITY_RUN_AWAY,ABILITY_RATTLED
SPECIES_DUOSION,Duosion,65,40,50,125,60,30,TYPE_PSYCHIC,TYPE_PSYCHIC,ABILITY_OVERCOAT,ABILITY_MAGIC_GUARD,ABILITY_REGENERATOR
SPECIES_DURALUDON,Duraludon,70,95,115,120,50,85,TYPE_STEEL,TYPE_DRAGON,ABILITY_LIGHT_METAL,ABILITY_HEAVY_METAL,ABILITY_STALWART
SPECIES_DURALUDON_GIGANTAMAX,Duraludon,70,95,115,120,50,85,TYPE_STEEL,TYPE_DRAGON,ABILITY_LIGHT_METAL,ABILITY_HEAVY_METAL,ABILITY_STALWART
SPECIES_DURANT,Durant,58,109,112,48,48,109,TYPE_BUG,TYPE_STEEL,ABILITY_SWARM,ABILITY_HUSTLE,ABILITY_TRUANT
SPECIES_DUSCLOPS,Dusclops,40,70,130,60,130,25,TYPE_GHOST,TYPE_GHOST,ABILITY_PRESSURE,ABILITY_NONE,ABILITY_FRISK
SPECIES_DUSKNOIR,Dusknoir,45,100,135,65,135,45,TYPE_GHOST,TYPE_GHOST,ABILITY_PRESSURE,ABILITY_NONE,ABILITY_FRISK
SPECIES_DUSKULL,Duskull,20,40,90,30,90,25,TYPE_GHOST,TYPE_GHOST,ABILITY_LEVITATE,ABILITY_NONE,ABILITY_FRISK
SPECIES_DUSTOX,Dustox,60,50,70,50,90,65,TYPE_BUG,TYPE_POISON,ABILITY_SHIELD_DUST,ABILITY_NONE,ABILITY_COMPOUND_EYES
SPECIES_DWEBBLE,Dwebble,50,65,85,35,35,55,TYPE_BUG,TYPE_ROCK,ABILITY_STURDY,ABILITY_SHELL_ARMOR,ABILITY_WEAK_ARMOR
SPECIES_EELEKTRIK,Eelektrik,65,85,70,75,70,40,TYPE_ELECTRIC,TYPE_ELECTRIC,ABILITY_LEVITATE,ABILITY_NONE,ABILITY_NONE
SPECIES_EELEKTROSS,Eelektross,85,115,80,105,80,50,TYPE_ELECTRIC,TYPE_ELECTRIC,ABILITY_LEVITATE,ABILITY_NONE,ABILITY_NONE
SPECIES_EELEKTROSS_MEGA,Eelektross,85,145,80,135,90,80,TYPE_ELECTRIC,TYPE_ELECTRIC,ABILITY_EELEVATE,ABILITY_EELEVATE,ABILITY_EELEVATE
SPECIES_EEVEE,Eevee,55,55,50,45,65,55,TYPE_NORMAL,TYPE_NORMAL,ABILITY_RUN_AWAY,ABILITY_ADAPTABILITY,ABILITY_ANTICIPATION
SPECIES_EEVEE_GIGANTAMAX,Eevee,55,55,50,45,65,55,TYPE_NORMAL,TYPE_NORMAL,ABILITY_RUN_AWAY,ABILITY_ADAPTABILITY,ABILITY_ANTICIPATION
SPECIES_EISCUE_ICE_FACE,Eiscue,75,80,110,65,90,50,TYPE_ICE,TYPE_ICE,ABILITY_ICE_FACE,ABILITY_NONE,ABILITY_NONE
SPECIES_EISCUE_NOICE_FACE,Eiscue,75,80,70,65,50,130,TYPE_ICE,TYPE_ICE,ABILITY_ICE_FACE,ABILITY_NONE,ABILITY_NONE
SPECIES_EKANS,Ekans,35,60,44,40,54,55,TYPE_POISON,TYPE_POISON,ABILITY_INTIMIDATE,ABILITY_SHED_SKIN,ABILITY_UNNERVE
SPECIES_ELDEGOSS,Eldegoss,60,50,90,80,120,60,TYPE_GRASS,TYPE_GRASS,ABILITY_COTTON_DOWN,ABILITY_REGENERATOR,ABILITY_EFFECT_SPORE
SPECIES_ELECTABUZZ,Electabuzz,65,83,57,95,85,105,TYPE_ELECTRIC,TYPE_ELECTRIC,ABILITY_STATIC,ABILITY_NONE,ABILITY_VITAL_SPIRIT
SPECIES_ELECTIVIRE,Electivire,75,123,67,95,85,95,TYPE_ELECTRIC,TYPE_ELECTRIC,ABILITY_MOTOR_DRIVE,ABILITY_NONE,ABILITY_VITAL_SPIRIT
SPECIES_ELECTRIKE,Electrike,40,45,40,65,40,65,TYPE_ELECTRIC,TYPE_ELECTRIC,ABILITY_STATIC,ABILITY_LIGHTNING_ROD,ABILITY_MINUS
SPECIES_ELECTRODE,Electrode,60,50,70,80,80,150,TYPE_ELECTRIC,TYPE_ELECTRIC,ABILITY_SOUNDPROOF,ABILITY_STATIC,ABILITY_AFTERMATH
SPECIES_ELECTRODE_HISUIAN,Electrode,60,50,70,80,80,150,TYPE_ELECTRIC,TYPE_GRASS,ABILITY_SOUNDPROOF,ABILITY_STATIC,ABILITY_AFTERMATH
SPECIES_ELEKID,Elekid,45,63,37,65,55,95,TYPE_ELECTRIC,TYPE_ELECTRIC,ABILITY_STATIC,ABILITY_NONE,ABILITY_VITAL_SPIRIT
SPECIES_ELGYEM,Elgyem,55,55,55,85,55,30,TYPE_PSYCHIC,TYPE_PSYCHIC,ABILITY_TELEPATHY,ABILITY_SYNCHRONIZE,ABILITY_ANALYTIC
SPECIES_EMBOAR,Emboar,110,123,65,100,65,65,TYPE_FIRE,TYPE_FIGHTING,ABILITY_BLAZE,ABILITY_NONE,ABILITY_RECKLESS
SPECIES_EMBOAR_MEGA,Emboar,110,148,75,110,110,75,TYPE_FIRE,TYPE_FIGHTING,ABILITY_MOLD_BREAKER,ABILITY_MOLD_BREAKER,ABILITY_MOLD_BREAKER
SPECIES_EMOLGA,Emolga,55,75,60,75,60,103,TYPE_ELECTRIC,TYPE_FLYING,ABILITY_STATIC,ABILITY_NONE,ABILITY_MOTOR_DRIVE
SPECIES_EMPOLEON,Empoleon,84,86,88,111,101,60,TYPE_WATER,TYPE_STEEL,ABILITY_TORRENT,ABILITY_NONE,ABILITY_COMPETITIVE
SPECIES_ENAMORUS_INCARNATE,Enamorus,74,115,70,135,80,106,TYPE_FAIRY,TYPE_FLYING,ABILITY_CUTE_CHARM,ABILITY_NONE,ABILITY_CONTRARY
SPECIES_ENAMORUS_THERIAN,Enamorus,74,115,110,135,100,46,TYPE_FAIRY,TYPE_FLYING,ABILITY_OVERCOAT,ABILITY_NONE,ABILITY_NONE
SPECIES_ENTEI,Entei,115,115,85,90,75,100,TYPE_FIRE,TYPE_FIRE,ABILITY_PRESSURE,ABILITY_NONE,ABILITY_INNER_FOCUS
SPECIES_ESCAVALIER,Escavalier,70,135,105,60,105,20,TYPE_BUG,TYPE_STEEL,ABILITY_SWARM,ABILITY_SHELL_ARMOR,ABILITY_OVERCOAT
SPECIES_ESPATHRA,Espathra,95,60,60,101,60,105,TYPE_PSYCHIC,TYPE_PSYCHIC,ABILITY_OPPORTUNIST,ABILITY_FRISK,ABILITY_SPEED_BOOST
SPECIES_ESPEON,Espeon,65,65,60,130,95,110,TYPE_PSYCHIC,TYPE_PSYCHIC,ABILITY_SYNCHRONIZE,ABILITY_SYNCHRONIZE,ABILITY_MAGIC_BOUNCE
SPECIES_ESPURR,Espurr,62,48,54,63,60,68,TYPE_PSYCHIC,TYPE_PSYCHIC,ABILITY_KEEN_EYE,ABILITY_INFILTRATOR,ABILITY_OWN_TEMPO
SPECIES_ETERNATUS,Eternatus,140,85,95,145,95,130,TYPE_POISON,TYPE_DRAGON,ABILITY_PRESSURE,ABILITY_NONE,ABILITY_NONE
SPECIES_ETERNATUS_ETERNAMAX,Eternatus,255,115,250,125,250,130,TYPE_POISON,TYPE_DRAGON,ABILITY_PRESSURE,ABILITY_NONE,ABILITY_NONE
SPECIES_EXCADRILL,Excadrill,110,135,60,50,65,88,TYPE_GROUND,TYPE_STEEL,ABILITY_SAND_RUSH,ABILITY_SAND_FORCE,ABILITY_MOLD_BREAKER
SPECIES_EXCADRILL_MEGA,Excadrill,110,165,100,65,65,103,TYPE_GROUND,TYPE_STEEL,ABILITY_PIERCING_DRILL,ABILITY_PIERCING_DRILL,ABILITY_PIERCING_DRILL
SPECIES_EXEGGCUTE,Exeggcute,60,40,80,60,45,40,TYPE_GRASS,TYPE_PSYCHIC,ABILITY_CHLOROPHYLL,ABILITY_NONE,ABILITY_HARVEST
SPECIES_EXEGGUTOR,Exeggutor,95,95,85,125,75,55,TYPE_GRASS,TYPE_PSYCHIC,ABILITY_CHLOROPHYLL,ABILITY_NONE,ABILITY_HARVEST
SPECIES_EXEGGUTOR_ALOLAN,Exeggutor,95,105,85,125,75,45,TYPE_GRASS,TYPE_DRAGON,ABILITY_FRISK,ABILITY_NONE,ABILITY_HARVEST
SPECIES_EXPLOUD,Exploud,104,91,63,91,73,68,TYPE_NORMAL,TYPE_NORMAL,ABILITY_SOUNDPROOF,ABILITY_NONE,ABILITY_SCRAPPY
SPECIES_FALINKS,Falinks,65,100,100,70,60,75,TYPE_FIGHTING,TYPE_FIGHTING,ABILITY_BATTLE_ARMOR,ABILITY_NONE,ABILITY_DEFIANT
SPECIES_FARFETCHD,Farfetch'd,52,90,55,58,62,60,TYPE_NORMAL,TYPE_FLYING,ABILITY_KEEN_EYE,ABILITY_INNER_FOCUS,ABILITY_DEFIANT
SPECIES_FARFETCHD_GALARIAN,Farfetch'd,52,95,55,58,62,55,TYPE_FIGHTING,TYPE_FIGHTING,ABILITY_STEADFAST,ABILITY_NONE,ABILITY_SCRAPPY
SPECIES_FARIGIRAF,Farigiraf,120,90,70,110,70,60,TYPE_NORMAL,TYPE_PSYCHIC,ABILITY_CUD_CHEW,ABILITY_ARMOR_TAIL,ABILITY_SAP_SIPPER
SPECIES_FEAROW,Fearow,65,90,65,61,61,100,TYPE_NORMAL,TYPE_FLYING,ABILITY_KEEN_EYE,ABILITY_NONE,ABILITY_SNIPER
SPECIES_FEEBAS,Feebas,20,15,20,10,55,80,TYPE_WATER,TYPE_WATER,ABILITY_SWIFT_SWIM,ABILITY_OBLIVIOUS,ABILITY_ADAPTABILITY
SPECIES_FENNEKIN,Fennekin,40,45,40,62,60,60,TYPE_FIRE,TYPE_FIRE,ABILITY_BLAZE,ABILITY_NONE,ABILITY_MAGICIAN
SPECIES_FERALIGATR,Feraligatr,85,105,100,79,83,78,TYPE_WATER,TYPE_WATER,ABILITY_TORRENT,ABILITY_NONE,ABILITY_SHEER_FORCE
SPECIES_FERALIGATR_MEGA,Feraligatr,85,160,125,89,93,78,TYPE_WATER,TYPE_DRAGON,ABILITY_DRAGONIZE,ABILITY_DRAGONIZE,ABILITY_DRAGONIZE
SPECIES_FERROSEED,Ferroseed,44,50,91,24,86,10,TYPE_GRASS,TYPE_STEEL,ABILITY_IRON_BARBS,ABILITY_NONE,ABILITY_NONE
SPECIES_FERROTHORN,Ferrothorn,74,94,131,54,116,20,TYPE_GRASS,TYPE_STEEL,ABILITY_IRON_BARBS,ABILITY_NONE,ABILITY_ANTICIPATION
SPECIES_FEZANDIPITI,Fezndipiti,88,91,82,70,125,99,TYPE_POISON,TYPE_FAIRY,ABILITY_TOXIC_CHAIN,ABILITY_NONE,ABILITY_TECHNICIAN
SPECIES_FIDOUGH,Fidough,37,55,70,30,55,65,TYPE_FAIRY,TYPE_FAIRY,ABILITY_OWN_TEMPO,ABILITY_NONE,ABILITY_KLUTZ
SPECIES_FINIZEN,Finizen,70,45,40,45,40,75,TYPE_WATER,TYPE_WATER,ABILITY_WATER_VEIL,ABILITY_NONE,ABILITY_NONE
SPECIES_FINNEON,Finneon,49,49,56,49,61,66,TYPE_WATER,TYPE_WATER,ABILITY_SWIFT_SWIM,ABILITY_STORM_DRAIN,ABILITY_WATER_VEIL
SPECIES_FLAAFFY,Flaaffy,70,55,55,80,60,45,TYPE_ELECTRIC,TYPE_ELECTRIC,ABILITY_STATIC,ABILITY_NONE,ABILITY_PLUS
SPECIES_FLABEBE_BLUE_FLOWER,Flabébé,44,38,39,61,79,42,TYPE_FAIRY,TYPE_FAIRY,ABILITY_FLOWER_VEIL,ABILITY_NONE,ABILITY_SYMBIOSIS
SPECIES_FLABEBE_ORANGE_FLOWER,Flabébé,44,38,39,61,79,42,TYPE_FAIRY,TYPE_FAIRY,ABILITY_FLOWER_VEIL,ABILITY_NONE,ABILITY_SYMBIOSIS
SPECIES_FLABEBE_RED_FLOWER,Flabébé,44,38,39,61,79,42,TYPE_FAIRY,TYPE_FAIRY,ABILITY_FLOWER_VEIL,ABILITY_NONE,ABILITY_SYMBIOSIS
SPECIES_FLABEBE_WHITE_FLOWER,Flabébé,44,38,39,61,79,42,TYPE_FAIRY,TYPE_FAIRY,ABILITY_FLOWER_VEIL,ABILITY_NONE,ABILITY_SYMBIOSIS
SPECIES_FLABEBE_YELLOW_FLOWER,Flabébé,44,38,39,61,79,42,TYPE_FAIRY,TYPE_FAIRY,ABILITY_FLOWER_VEIL,ABILITY_NONE,ABILITY_SYMBIOSIS
SPECIES_FLAMIGO,Flamigo,82,115,74,75,64,90,TYPE_FLYING,TYPE_FIGHTING,ABILITY_SCRAPPY,ABILITY_TANGLED_FEET,ABILITY_COSTAR
SPECIES_FLAPPLE,Flapple,70,110,80,95,60,70,TYPE_GRASS,TYPE_DRAGON,ABILITY_RIPEN,ABILITY_GLUTTONY,ABILITY_HUSTLE
SPECIES_FLAPPLE_GIGANTAMAX,Flapple,70,110,80,95,60,70,TYPE_GRASS,TYPE_DRAGON,ABILITY_RIPEN,ABILITY_GLUTTONY,ABILITY_HUSTLE
SPECIES_FLAREON,Flareon,65,130,60,95,110,65,TYPE_FIRE,TYPE_FIRE,ABILITY_FLASH_FIRE,ABILITY_FLASH_FIRE,ABILITY_GUTS
SPECIES_FLETCHINDER,Flechinder,62,73,55,56,52,84,TYPE_FIRE,TYPE_FLYING,ABILITY_FLAME_BODY,ABILITY_NONE,ABILITY_GALE_WINGS
SPECIES_FLETCHLING,Fletchling,45,50,43,40,38,62,TYPE_NORMAL,TYPE_FLYING,ABILITY_BIG_PECKS,ABILITY_NONE,ABILITY_GALE_WINGS
SPECIES_FLITTLE,Flittle,30,35,30,55,30,75,TYPE_PSYCHIC,TYPE_PSYCHIC,ABILITY_ANTICIPATION,ABILITY_FRISK,ABILITY_SPEED_BOOST
SPECIES_FLOATZEL,Floatzel,85,105,55,85,50,115,TYPE_WATER,TYPE_WATER,ABILITY_SWIFT_SWIM,ABILITY_NONE,ABILITY_WATER_VEIL
SPECIES_FLOETTE_BLUE_FLOWER,Floette,54,45,47,75,98,52,TYPE_FAIRY,TYPE_FAIRY,ABILITY_FLOWER_VEIL,ABILITY_NONE,ABILITY_SYMBIOSIS
SPECIES_FLOETTE_ETERNAL_FLOWER,Floette,74,65,67,125,128,92,TYPE_FAIRY,TYPE_FAIRY,ABILITY_FLOWER_VEIL,ABILITY_NONE,ABILITY_SYMBIOSIS
SPECIES_FLOETTE_MEGA,Floette,74,85,87,155,148,102,TYPE_FAIRY,TYPE_FAIRY,ABILITY_FAIRY_AURA,ABILITY_FAIRY_AURA,ABILITY_FAIRY_AURA
SPECIES_FLOETTE_ORANGE_FLOWER,Floette,54,45,47,75,98,52,TYPE_FAIRY,TYPE_FAIRY,ABILITY_FLOWER_VEIL,ABILITY_NONE,ABILITY_SYMBIOSIS
SPECIES_FLOETTE_RED_FLOWER,Floette,54,45,47,75,98,52,TYPE_FAIRY,TYPE_FAIRY,ABILITY_FLOWER_VEIL,ABILITY_NONE,ABILITY_SYMBIOSIS
SPECIES_FLOETTE_WHITE_FLOWER,Floette,54,45,47,75,98,52,TYPE_FAIRY,TYPE_FAIRY,ABILITY_FLOWER_VEIL,ABILITY_NONE,ABILITY_SYMBIOSIS
SPECIES_FLOETTE_YELLOW_FLOWER,Floette,54,45,47,75,98,52,TYPE_FAIRY,TYPE_FAIRY,ABILITY_FLOWER_VEIL,ABILITY_NONE,ABILITY_SYMBIOSIS
SPECIES_FLORAGATO,Floragato,61,80,63,60,63,83,TYPE_GRASS,TYPE_GRASS,ABILITY_OVERGROW,ABILITY_NONE,ABILITY_PROTEAN
SPECIES_FLORGES_BLUE_FLOWER,Florges,78,65,68,112,154,75,TYPE_FAIRY,TYPE_FAIRY,ABILITY_FLOWER_VEIL,ABILITY_NONE,ABILITY_SYMBIOSIS
SPECIES_FLORGES_ORANGE_FLOWER,Florges,78,65,68,112,154,75,TYPE_FAIRY,TYPE_FAIRY,ABILITY_FLOWER_VEIL,ABILITY_NONE,ABILITY_SYMBIOSIS
SPECIES_FLORGES_RED_FLOWER,Florges,78,65,68,112,154,75,TYPE_FAIRY,TYPE_FAIRY,ABILITY_FLOWER_VEIL,ABILITY_NONE,ABILITY_SYMBIOSIS
SPECIES_FLORGES_WHITE_FLOWER,Florges,78,65,68,112,154,75,TYPE_FAIRY,TYPE_FAIRY,ABILITY_FLOWER_VEIL,ABILITY_NONE,ABILITY_SYMBIOSIS
SPECIES_FLORGES_YELLOW_FLOWER,Florges,78,65,68,112,154,75,TYPE_FAIRY,TYPE_FAIRY,ABILITY_FLOWER_VEIL,ABILITY_NONE,ABILITY_SYMBIOSIS
SPECIES_FLUTTER_MANE,FluttrMane,55,55,55,135,135,135,TYPE_GHOST,TYPE_FAIRY,ABILITY_PROTOSYNTHESIS,ABILITY_NONE,ABILITY_NONE
SPECIES_FLYGON,Flygon,80,100,80,80,80,100,TYPE_GROUND,TYPE_DRAGON,ABILITY_LEVITATE,ABILITY_LEVITATE,ABILITY_LEVITATE
SPECIES_FOMANTIS,Fomantis,40,55,35,50,35,35,TYPE_GRASS,TYPE_GRASS,ABILITY_LEAF_GUARD,ABILITY_NONE,ABILITY_CONTRARY
SPECIES_FOONGUS,Foongus,69,55,45,55,55,15,TYPE_GRASS,TYPE_POISON,ABILITY_EFFECT_SPORE,ABILITY_NONE,ABILITY_REGENERATOR
SPECIES_FORRETRESS,Forretress,75,90,140,60,60,40,TYPE_BUG,TYPE_STEEL,ABILITY_STURDY,ABILITY_NONE,ABILITY_OVERCOAT
SPECIES_FRAXURE,Fraxure,66,117,70,40,50,67,TYPE_DRAGON,TYPE_DRAGON,ABILITY_RIVALRY,ABILITY_MOLD_BREAKER,ABILITY_UNNERVE
SPECIES_FRIGIBAX,Frigibax,65,75,45,35,45,55,TYPE_DRAGON,TYPE_ICE,ABILITY_THERMAL_EXCHANGE,ABILITY_NONE,ABILITY_ICE_BODY
SPECIES_FRILLISH,Frillish,55,40,50,65,85,40,TYPE_WATER,TYPE_GHOST,ABILITY_WATER_ABSORB,ABILITY_CURSED_BODY,ABILITY_DAMP
SPECIES_FROAKIE,Froakie,41,56,40,62,44,71,TYPE_WATER,TYPE_WATER,ABILITY_TORRENT,ABILITY_NONE,ABILITY_PROTEAN
SPECIES_FROGADIER,Frogadier,54,63,52,83,56,97,TYPE_WATER,TYPE_WATER,ABILITY_TORRENT,ABILITY_NONE,ABILITY_PROTEAN
SPECIES_FROSLASS,Froslass,70,80,70,80,70,110,TYPE_ICE,TYPE_GHOST,ABILITY_SNOW_CLOAK,ABILITY_NONE,ABILITY_CURSED_BODY
SPECIES_FROSLASS_MEGA,Froslass,70,80,70,140,100,120,TYPE_ICE,TYPE_GHOST,ABILITY_SNOW_WARNING,ABILITY_SNOW_WARNING,ABILITY_SNOW_WARNING
SPECIES_FROSMOTH,Frosmoth,70,65,60,125,90,65,TYPE_ICE,TYPE_BUG,ABILITY_SHIELD_DUST,ABILITY_NONE,ABILITY_ICE_SCALES
SPECIES_FUECOCO,Fuecoco,67,45,59,63,40,36,TYPE_FIRE,TYPE_FIRE,ABILITY_BLAZE,ABILITY_NONE,ABILITY_UNAWARE
SPECIES_FURFROU_DANDY_TRIM,Furfrou,75,80,60,65,90,102,TYPE_NORMAL,TYPE_NORMAL,ABILITY_FUR_COAT,ABILITY_NONE,ABILITY_NONE
SPECIES_FURFROU_DEBUTANTE_TRIM,Furfrou,75,80,60,65,90,102,TYPE_NORMAL,TYPE_NORMAL,ABILITY_FUR_COAT,ABILITY_NONE,ABILITY_NONE
SPECIES_FURFROU_DIAMOND_TRIM,Furfrou,75,80,60,65,90,102,TYPE_NORMAL,TYPE_NORMAL,ABILITY_FUR_COAT,ABILITY_NONE,ABILITY_NONE
SPECIES_FURFROU_HEART_TRIM,Furfrou,75,80,60,65,90,102,TYPE_NORMAL,TYPE_NORMAL,ABILITY_FUR_COAT,ABILITY_NONE,ABILITY_NONE
SPECIES_FURFROU_KABUKI_TRIM,Furfrou,75,80,60,65,90,102,TYPE_NORMAL,TYPE_NORMAL,ABILITY_FUR_COAT,ABILITY_NONE,ABILITY_NONE
SPECIES_FURFROU_LA_REINE_TRIM,Furfrou,75,80,60,65,90,102,TYPE_NORMAL,TYPE_NORMAL,ABILITY_FUR_COAT,ABILITY_NONE,ABILITY_NONE
SPECIES_FURFROU_MATRON_TRIM,Furfrou,75,80,60,65,90,102,TYPE_NORMAL,TYPE_NORMAL,ABILITY_FUR_COAT,ABILITY_NONE,ABILITY_NONE
SPECIES_FURFROU_NATURAL,Furfrou,75,80,60,65,90,102,TYPE_NORMAL,TYPE_NORMAL,ABILITY_FUR_COAT,ABILITY_NONE,ABILITY_NONE
SPECIES_FURFROU_PHARAOH_TRIM,Furfrou,75,80,60,65,90,102,TYPE_NORMAL,TYPE_NORMAL,ABILITY_FUR_COAT,ABILITY_NONE,ABILITY_NONE
SPECIES_FURFROU_STAR_TRIM,Furfrou,75,80,60,65,90,102,TYPE_NORMAL,TYPE_NORMAL,ABILITY_FUR_COAT,ABILITY_NONE,ABILITY_NONE
SPECIES_FURRET,Furret,85,76,64,45,55,90,TYPE_NORMAL,TYPE_NORMAL,ABILITY_RUN_AWAY,ABILITY_KEEN_EYE,ABILITY_FRISK
SPECIES_GABITE,Gabite,68,90,65,50,55,82,TYPE_DRAGON,TYPE_GROUND,ABILITY_SAND_VEIL,ABILITY_NONE,ABILITY_ROUGH_SKIN
SPECIES_GALLADE,Gallade,68,125,65,65,115,80,TYPE_PSYCHIC,TYPE_FIGHTING,ABILITY_STEADFAST,ABILITY_SHARPNESS,ABILITY_JUSTIFIED
SPECIES_GALLADE_MEGA,Gallade,68,165,95,65,115,110,TYPE_PSYCHIC,TYPE_FIGHTING,ABILITY_INNER_FOCUS,ABILITY_INNER_FOCUS,ABILITY_INNER_FOCUS
SPECIES_GALVANTULA,Galvantula,70,77,60,97,60,108,TYPE_BUG,TYPE_ELECTRIC,ABILITY_COMPOUND_EYES,ABILITY_UNNERVE,ABILITY_SWARM
SPECIES_GARBODOR,Garbodor,80,95,82,60,82,75,TYPE_POISON,TYPE_POISON,ABILITY_STENCH,ABILITY_WEAK_ARMOR,ABILITY_AFTERMATH
SPECIES_GARBODOR_GIGANTAMAX,Garbodor,80,95,82,60,82,75,TYPE_POISON,TYPE_POISON,ABILITY_STENCH,ABILITY_WEAK_ARMOR,ABILITY_AFTERMATH
SPECIES_GARCHOMP,Garchomp,108,130,95,80,85,102,TYPE_DRAGON,TYPE_GROUND,ABILITY_SAND_VEIL,ABILITY_NONE,ABILITY_ROUGH_SKIN
SPECIES_GARCHOMP_MEGA,Garchomp,108,170,115,120,95,92,TYPE_DRAGON,TYPE_GROUND,ABILITY_SAND_FORCE,ABILITY_SAND_FORCE,ABILITY_SAND_FORCE
SPECIES_GARDEVOIR,Gardevoir,68,65,65,125,115,80,TYPE_PSYCHIC,TYPE_FAIRY,ABILITY_SYNCHRONIZE,ABILITY_TRACE,ABILITY_TELEPATHY
